individual	heteroplasmy	generation	mutation_rate	bottleneck_size	back_mutation_rate	starting_heteroplasmy
336	0.078125	1	1e-08	64	1	0.1
347	0.03125	1	1e-08	16	1	0.1
338	0.0009765625	1	1e-08	16	1	0.1














335	0.25	1	1e-08	64	1	0.1

345	0.00048828125	1	1e-08	8	1	0.1
351	0.00048828125	1	1e-08	8	1	0.1

343	0.00048828125	1	1e-08	16	1	0.1


315	0.25	1	1e-08	32	1	0.1

325	0.2109375	1	1e-08	128	1	0.1

332	0.0546875	1	1e-08	128	1	0.1
320	0.0234375	1	1e-08	128	1	0.1
338	0.15625	1	1e-08	32	1	0.1
353	0.00390625	1	1e-08	8	1	0.1
347	0.03125	1	1e-08	32	1	0.1
322	0.3125	1	1e-08	32	1	0.1





324	0.078125	1	1e-08	128	1	0.1


336	0.0001220703125	1	1e-08	128	1	0.1
352	0.000244140625	1	1e-08	8	1	0.1
334	0.00048828125	1	1e-08	16	1	0.1
326	0.625	1	1e-08	16	1	0.1
340	0.0001220703125	1	1e-08	8	1	0.1
309	0.00390625	1	1e-08	16	1	0.1
330	0.203125	1	1e-08	64	1	0.1

342	0.00048828125	1	1e-08	32	1	0.1
343	0.03125	1	1e-08	32	1	0.1
315	0.53125	1	1e-08	64	1	0.1
341	0.0001220703125	1	1e-08	32	1	0.1
331	0.0001220703125	1	1e-08	8	1	0.1

313	0.25	1	1e-08	32	1	0.1
349	0.00018310546875	1	1e-08	8	1	0.1

335	0.0859375	1	1e-08	128	1	0.1

345	0.4375	1	1e-08	16	1	0.1



351	0.0625	1	1e-08	16	1	0.1










344	1	1	1e-08	8	1	0.1

347	0.001953125	1	1e-08	64	1	0.1
338	0.015625	1	1e-08	64	1	0.1

356	0.000244140625	1	1e-08	8	1	0.1


353	0.000244140625	1	1e-08	16	1	0.1

322	0.000244140625	1	1e-08	64	1	0.1

342	0.015625	1	1e-08	64	1	0.1
360	0.0001220703125	1	1e-08	8	1	0.1


334	0.0001220703125	1	1e-08	32	1	0.1
347	0.0546875	1	1e-08	128	1	0.1
309	0.015625	1	1e-08	32	1	0.1
351	0.00048828125	1	1e-08	32	1	0.1
356	0.5	1	1e-08	16	1	0.1
342	0.28125	1	1e-08	128	1	0.1

360	0.0001220703125	1	1e-08	16	1	0.1



345	0.3125	1	1e-08	32	1	0.1

331	0.3125	1	1e-08	16	1	0.1

353	0.0625	1	1e-08	32	1	0.1
338	0.1171875	1	1e-08	128	1	0.1


313	0.0625	1	1e-08	64	1	0.1




352	0.8125	1	1e-08	16	1	0.1
340	0.0009765625	1	1e-08	16	1	0.1
315	0.0859375	1	1e-08	128	1	0.1
348	0.0001220703125	1	1e-08	8	1	0.1
326	0.09375	1	1e-08	32	1	0.1
349	0.000244140625	1	1e-08	16	1	0.1
341	0.125	1	1e-08	64	1	0.1
322	0.1484375	1	1e-08	128	1	0.1

359	0.0001220703125	1	1e-08	8	1	0.1
344	0.00018310546875	1	1e-08	16	1	0.1
330	0.0625	1	1e-08	128	1	0.1


343	0.015625	1	1e-08	64	1	0.1









334	0.015625	1	1e-08	64	1	0.1
351	0.0625	1	1e-08	64	1	0.1


371	0.0001220703125	1	1e-08	8	1	0.1
309	6.103515625e-05	1	1e-08	64	1	0.1
356	0.00390625	1	1e-08	32	1	0.1

360	0.000244140625	1	1e-08	32	1	0.1



345	0.21875	1	1e-08	64	1	0.1
366	1	1	1e-08	8	1	0.1


353	0.00048828125	1	1e-08	64	1	0.1
313	0.1171875	1	1e-08	128	1	0.1

331	0.0009765625	1	1e-08	32	1	0.1

352	0.000244140625	1	1e-08	32	1	0.1
348	0.0001220703125	1	1e-08	16	1	0.1

343	0.15625	1	1e-08	128	1	0.1

341	0.1328125	1	1e-08	128	1	0.1

326	0.000244140625	1	1e-08	64	1	0.1


340	0.40625	1	1e-08	32	1	0.1
344	0.0001220703125	1	1e-08	32	1	0.1



352	0.046875	1	1e-08	64	1	0.1
351	0.234375	1	1e-08	128	1	0.1
339	0.75	1	1e-08	8	1	0.1
362	3.0517578125e-05	1	1e-08	8	1	0.1
334	0.0078125	1	1e-08	128	1	0.1
359	0.1875	1	1e-08	16	1	0.1
353	0.0859375	1	1e-08	128	1	0.1


356	0.453125	1	1e-08	64	1	0.1
345	0.1796875	1	1e-08	128	1	0.1


349	0.46875	1	1e-08	32	1	0.1

309	0.046875	1	1e-08	128	1	0.1
348	0.03125	1	1e-08	32	1	0.1


371	0.0009765625	1	1e-08	16	1	0.1

346	0.00390625	1	1e-08	8	1	0.1

367	6.103515625e-05	1	1e-08	8	1	0.1
360	0.00018310546875	1	1e-08	64	1	0.1

331	0.046875	1	1e-08	64	1	0.1
326	0.0703125	1	1e-08	128	1	0.1


366	0.0078125	1	1e-08	16	1	0.1
365	0.875	1	1e-08	8	1	0.1
354	0.000244140625	1	1e-08	8	1	0.1

337	0.0001220703125	1	1e-08	8	1	0.1








340	0.09375	1	1e-08	64	1	0.1
344	0.03125	1	1e-08	64	1	0.1



375	0.0078125	1	1e-08	8	1	0.1

352	0.109375	1	1e-08	128	1	0.1
356	0.0001220703125	1	1e-08	128	1	0.1

339	0.0001220703125	1	1e-08	16	1	0.1


369	0.000244140625	1	1e-08	8	1	0.1
367	0.0001220703125	1	1e-08	16	1	0.1
359	6.103515625e-05	1	1e-08	32	1	0.1
333	0.00048828125	1	1e-08	8	1	0.1
371	0.001953125	1	1e-08	32	1	0.1

377	0.0001220703125	1	1e-08	8	1	0.1
349	0.046875	1	1e-08	64	1	0.1
348	0.234375	1	1e-08	64	1	0.1



346	0.001953125	1	1e-08	16	1	0.1
358	0.125	1	1e-08	8	1	0.1
362	0.9375	1	1e-08	16	1	0.1
360	0.03125	1	1e-08	128	1	0.1
331	0.109375	1	1e-08	128	1	0.1
354	0.0001220703125	1	1e-08	16	1	0.1


380	0.001953125	1	1e-08	8	1	0.1

344	0.3203125	1	1e-08	128	1	0.1




376	0.25	1	1e-08	8	1	0.1


337	0.25	1	1e-08	16	1	0.1

339	0.00018310546875	1	1e-08	32	1	0.1

366	0.125	1	1e-08	32	1	0.1
375	0.0001220703125	1	1e-08	16	1	0.1

340	0.15625	1	1e-08	128	1	0.1
365	6.103515625e-05	1	1e-08	16	1	0.1
350	0.0001220703125	1	1e-08	8	1	0.1








359	0.00048828125	1	1e-08	64	1	0.1
369	0.000244140625	1	1e-08	16	1	0.1
367	0.000244140625	1	1e-08	32	1	0.1



337	0.0625	1	1e-08	32	1	0.1
348	0.0078125	1	1e-08	128	1	0.1
355	0.001953125	1	1e-08	8	1	0.1
354	0.0625	1	1e-08	32	1	0.1
384	0.375	1	1e-08	8	1	0.1
333	0.0009765625	1	1e-08	16	1	0.1

349	0.078125	1	1e-08	128	1	0.1



364	3.0517578125e-05	1	1e-08	8	1	0.1


375	0.1875	1	1e-08	32	1	0.1

371	0.15625	1	1e-08	64	1	0.1


368	0.00048828125	1	1e-08	8	1	0.1
358	0.0009765625	1	1e-08	16	1	0.1
362	6.103515625e-05	1	1e-08	32	1	0.1

346	0.25	1	1e-08	32	1	0.1
366	0.0625	1	1e-08	64	1	0.1
365	0.25	1	1e-08	32	1	0.1
359	0.078125	1	1e-08	128	1	0.1
377	0.0001220703125	1	1e-08	16	1	0.1
369	0.0009765625	1	1e-08	32	1	0.1
367	0.296875	1	1e-08	64	1	0.1

376	1	1	1e-08	16	1	0.1
339	0.078125	1	1e-08	64	1	0.1
350	0.0001220703125	1	1e-08	16	1	0.1
380	6.103515625e-05	1	1e-08	16	1	0.1













354	0.046875	1	1e-08	64	1	0.1
372	0.001953125	1	1e-08	8	1	0.1

337	0.0001220703125	1	1e-08	64	1	0.1

373	0.00390625	1	1e-08	8	1	0.1


355	0.25	1	1e-08	16	1	0.1
384	0.75	1	1e-08	16	1	0.1


333	0.00390625	1	1e-08	32	1	0.1
364	0.0001220703125	1	1e-08	16	1	0.1
371	0.3984375	1	1e-08	128	1	0.1



375	0.015625	1	1e-08	64	1	0.1
366	0.00048828125	1	1e-08	128	1	0.1

365	0.03125	1	1e-08	64	1	0.1
380	0.21875	1	1e-08	32	1	0.1
362	0.140625	1	1e-08	64	1	0.1
346	0.0078125	1	1e-08	64	1	0.1

358	0.0001220703125	1	1e-08	32	1	0.1




376	0.0009765625	1	1e-08	32	1	0.1
367	0.15625	1	1e-08	128	1	0.1
377	0.00390625	1	1e-08	32	1	0.1

339	0.1796875	1	1e-08	128	1	0.1
368	0.0625	1	1e-08	16	1	0.1
369	0.5625	1	1e-08	64	1	0.1

350	0.0001220703125	1	1e-08	32	1	0.1




383	6.103515625e-05	1	1e-08	8	1	0.1



372	0.5625	1	1e-08	16	1	0.1
373	0.4375	1	1e-08	16	1	0.1

337	0.1640625	1	1e-08	128	1	0.1


354	0.234375	1	1e-08	128	1	0.1

376	0.0001220703125	1	1e-08	64	1	0.1
350	6.103515625e-05	1	1e-08	64	1	0.1
363	6.103515625e-05	1	1e-08	8	1	0.1
365	0.0703125	1	1e-08	128	1	0.1
380	0.0001220703125	1	1e-08	64	1	0.1
362	0.0546875	1	1e-08	128	1	0.1

375	0.00048828125	1	1e-08	128	1	0.1
377	0.109375	1	1e-08	64	1	0.1


384	0.000244140625	1	1e-08	32	1	0.1



346	0.0001220703125	1	1e-08	128	1	0.1
368	0.5625	1	1e-08	32	1	0.1
358	6.103515625e-05	1	1e-08	64	1	0.1



364	0.46875	1	1e-08	32	1	0.1
395	0.0001220703125	1	1e-08	8	1	0.1
355	0.000152587890625	1	1e-08	32	1	0.1



390	0.000244140625	1	1e-08	8	1	0.1

333	0.00048828125	1	1e-08	64	1	0.1
391	6.103515625e-05	1	1e-08	8	1	0.1

369	0.0390625	1	1e-08	128	1	0.1
373	0.03125	1	1e-08	32	1	0.1
383	0.0009765625	1	1e-08	16	1	0.1




378	6.103515625e-05	1	1e-08	8	1	0.1
361	0.375	1	1e-08	8	1	0.1
372	0.09375	1	1e-08	32	1	0.1






376	0.140625	1	1e-08	128	1	0.1

350	0.03125	1	1e-08	128	1	0.1

374	1	1	1e-08	8	1	0.1
383	0.001953125	1	1e-08	32	1	0.1
391	0.0001220703125	1	1e-08	16	1	0.1
363	0.00048828125	1	1e-08	16	1	0.1
361	0.0001220703125	1	1e-08	16	1	0.1
373	9.1552734375e-05	1	1e-08	64	1	0.1
380	0.015625	1	1e-08	128	1	0.1



355	0.265625	1	1e-08	64	1	0.1





358	0.1796875	1	1e-08	128	1	0.1

364	0.0625	1	1e-08	64	1	0.1
390	0.000244140625	1	1e-08	16	1	0.1
370	0.00048828125	1	1e-08	8	1	0.1
384	0.0009765625	1	1e-08	64	1	0.1
386	0.5	1	1e-08	8	1	0.1
395	0.000244140625	1	1e-08	16	1	0.1
399	0.000244140625	1	1e-08	8	1	0.1
333	0.1015625	1	1e-08	128	1	0.1
400	0.000244140625	1	1e-08	8	1	0.1
372	0.0312538146972656	1	1e-08	64	1	0.1
368	0.0625	1	1e-08	64	1	0.1
378	6.103515625e-05	1	1e-08	16	1	0.1
377	0.1796875	1	1e-08	128	1	0.1

393	0.0009765625	1	1e-08	8	1	0.1


389	0.0001220703125	1	1e-08	8	1	0.1












363	0.3125	1	1e-08	32	1	0.1
374	0.00048828125	1	1e-08	16	1	0.1


383	0.0001220703125	1	1e-08	64	1	0.1

373	0.125	1	1e-08	128	1	0.1
404	1	1	1e-08	8	1	0.1
355	0.1796875	1	1e-08	128	1	0.1
361	0.34375	1	1e-08	32	1	0.1
391	0.09375	1	1e-08	32	1	0.1
364	0.15625	1	1e-08	128	1	0.1

372	0.1484375	1	1e-08	128	1	0.1
384	0.03125	1	1e-08	128	1	0.1

399	0.000244140625	1	1e-08	16	1	0.1
368	0.171875	1	1e-08	128	1	0.1








370	0.0001220703125	1	1e-08	16	1	0.1
401	0.00048828125	1	1e-08	8	1	0.1
378	0.1875	1	1e-08	32	1	0.1
389	0.00048828125	1	1e-08	16	1	0.1
382	0.00048828125	1	1e-08	8	1	0.1
400	0.00018310546875	1	1e-08	16	1	0.1
357	0.001953125	1	1e-08	8	1	0.1

386	0.00048828125	1	1e-08	16	1	0.1
393	0.1875	1	1e-08	16	1	0.1
395	9.1552734375e-05	1	1e-08	32	1	0.1
390	0.5625	1	1e-08	32	1	0.1










374	0.125	1	1e-08	32	1	0.1
363	0.0625	1	1e-08	64	1	0.1
383	0.078125	1	1e-08	128	1	0.1



397	0.000732421875	1	1e-08	8	1	0.1
404	0.1875	1	1e-08	16	1	0.1
361	0.000732421875	1	1e-08	64	1	0.1
396	0.000244140625	1	1e-08	8	1	0.1
391	0.203125	1	1e-08	64	1	0.1





379	0.000244140625	1	1e-08	8	1	0.1
388	0.0009765625	1	1e-08	8	1	0.1

408	0.125	1	1e-08	8	1	0.1

395	0.34375	1	1e-08	64	1	0.1
378	0.296875	1	1e-08	64	1	0.1
392	0.0001220703125	1	1e-08	8	1	0.1
357	6.103515625e-05	1	1e-08	16	1	0.1
390	0.046875	1	1e-08	64	1	0.1
370	0.00048828125	1	1e-08	32	1	0.1





401	0.00048828125	1	1e-08	16	1	0.1

399	0.00390625	1	1e-08	32	1	0.1

382	0.25	1	1e-08	16	1	0.1

400	0.0001220703125	1	1e-08	32	1	0.1


374	0.078125	1	1e-08	64	1	0.1
389	0.00048828125	1	1e-08	32	1	0.1
407	0.0001220703125	1	1e-08	8	1	0.1

393	0.125	1	1e-08	32	1	0.1

363	0.390625	1	1e-08	128	1	0.1



386	0.000244140625	1	1e-08	32	1	0.1


401	0.1875	1	1e-08	32	1	0.1
395	0.09375	1	1e-08	128	1	0.1
388	0.00048828125	1	1e-08	16	1	0.1
404	0.1875	1	1e-08	32	1	0.1
361	0.1796875	1	1e-08	128	1	0.1
393	0.1875	1	1e-08	64	1	0.1
378	0.2265625	1	1e-08	128	1	0.1
370	0.0625	1	1e-08	64	1	0.1



386	0.03125	1	1e-08	64	1	0.1


392	6.103515625e-05	1	1e-08	16	1	0.1





387	0.000244140625	1	1e-08	8	1	0.1

382	0.15625	1	1e-08	32	1	0.1
399	0.0078125	1	1e-08	64	1	0.1
390	0.0859375	1	1e-08	128	1	0.1
374	0.1015625	1	1e-08	128	1	0.1
396	6.103515625e-05	1	1e-08	16	1	0.1
379	0.00048828125	1	1e-08	16	1	0.1
407	0.0001220703125	1	1e-08	16	1	0.1
397	0.0001220703125	1	1e-08	16	1	0.1
389	0.0001220703125	1	1e-08	64	1	0.1
391	0.0390625	1	1e-08	128	1	0.1
357	0.0009765625	1	1e-08	32	1	0.1
408	0.00048828125	1	1e-08	16	1	0.1

400	0.140625	1	1e-08	64	1	0.1












404	0.000244140625	1	1e-08	64	1	0.1
401	0.000732421875	1	1e-08	64	1	0.1


379	0.001953125	1	1e-08	32	1	0.1
393	0.1015625	1	1e-08	128	1	0.1
414	0.00018310546875	1	1e-08	8	1	0.1
387	0.0001220703125	1	1e-08	16	1	0.1
370	0.203125	1	1e-08	128	1	0.1
386	0.000244140625	1	1e-08	128	1	0.1
419	6.103515625e-05	1	1e-08	8	1	0.1
385	0.0001220703125	1	1e-08	8	1	0.1
382	0.15625	1	1e-08	64	1	0.1



402	0.0001220703125	1	1e-08	8	1	0.1

388	0.00048828125	1	1e-08	32	1	0.1

392	0.46875	1	1e-08	32	1	0.1



399	0.1953125	1	1e-08	128	1	0.1


398	0.0009765625	1	1e-08	8	1	0.1


389	0.3125	1	1e-08	128	1	0.1

415	0.0001220703125	1	1e-08	8	1	0.1
401	0.0078125	1	1e-08	128	1	0.1

400	0.0078125	1	1e-08	128	1	0.1


404	0.09375	1	1e-08	128	1	0.1
407	0.0001220703125	1	1e-08	32	1	0.1
357	0.421875	1	1e-08	64	1	0.1
397	0.00030517578125	1	1e-08	32	1	0.1

396	0.28125	1	1e-08	32	1	0.1

408	0.0001220703125	1	1e-08	32	1	0.1






417	0.00390625	1	1e-08	8	1	0.1
414	0.000244140625	1	1e-08	16	1	0.1

379	0.000244140625	1	1e-08	64	1	0.1


410	0.000244140625	1	1e-08	8	1	0.1

419	0.75	1	1e-08	16	1	0.1
388	0.03125	1	1e-08	64	1	0.1
394	1	1	1e-08	8	1	0.1


382	0.234375	1	1e-08	128	1	0.1


392	0.34375	1	1e-08	64	1	0.1
385	0.0001220703125	1	1e-08	16	1	0.1
424	0.00048828125	1	1e-08	8	1	0.1
357	0.046875	1	1e-08	128	1	0.1
415	0.0009765625	1	1e-08	16	1	0.1
387	0.09375	1	1e-08	32	1	0.1
396	0.1875	1	1e-08	64	1	0.1
425	0.000244140625	1	1e-08	8	1	0.1


428	1	1	1e-08	8	1	0.1
407	0.203125	1	1e-08	64	1	0.1


413	1	1	1e-08	8	1	0.1
397	0.00048828125	1	1e-08	64	1	0.1
402	0.125	1	1e-08	16	1	0.1


398	0.0001220703125	1	1e-08	16	1	0.1

423	0.000244140625	1	1e-08	8	1	0.1
419	0.0078125	1	1e-08	32	1	0.1


414	0.34375	1	1e-08	32	1	0.1
379	0.1171875	1	1e-08	128	1	0.1





410	0.0001220703125	1	1e-08	16	1	0.1
417	0.625	1	1e-08	16	1	0.1
408	0.015625	1	1e-08	64	1	0.1


388	0.0078125	1	1e-08	128	1	0.1


394	0.000244140625	1	1e-08	16	1	0.1





406	0.000244140625	1	1e-08	8	1	0.1

396	0.0546875	1	1e-08	128	1	0.1
392	0.0546875	1	1e-08	128	1	0.1


387	0.171875	1	1e-08	64	1	0.1
424	0.1875	1	1e-08	16	1	0.1


397	0.1484375	1	1e-08	128	1	0.1

407	0.1328125	1	1e-08	128	1	0.1
415	0.0001220703125	1	1e-08	32	1	0.1


402	0.001953125	1	1e-08	32	1	0.1
425	0.4375	1	1e-08	16	1	0.1
412	1	1	1e-08	8	1	0.1
410	0.3125	1	1e-08	32	1	0.1
419	0.015625	1	1e-08	64	1	0.1

428	6.103515625e-05	1	1e-08	16	1	0.1





394	0.00048828125	1	1e-08	32	1	0.1
417	0.125	1	1e-08	32	1	0.1
381	0.000244140625	1	1e-08	8	1	0.1
414	0.234375	1	1e-08	64	1	0.1
403	0.75	1	1e-08	8	1	0.1
413	0.0001220703125	1	1e-08	16	1	0.1
423	0.0009765625	1	1e-08	16	1	0.1
385	0.00390625	1	1e-08	32	1	0.1








408	0.078125	1	1e-08	128	1	0.1
387	0.1015625	1	1e-08	128	1	0.1
424	0.000244140625	1	1e-08	32	1	0.1
416	0.5	1	1e-08	8	1	0.1
421	0.000244140625	1	1e-08	8	1	0.1


406	6.103515625e-05	1	1e-08	16	1	0.1



415	0.0009765625	1	1e-08	64	1	0.1
431	0.00048828125	1	1e-08	8	1	0.1
420	0.0001220703125	1	1e-08	8	1	0.1

398	0.0001220703125	1	1e-08	32	1	0.1




425	0.0009765625	1	1e-08	32	1	0.1

402	0.000244140625	1	1e-08	64	1	0.1

412	0.000244140625	1	1e-08	16	1	0.1

419	0.0390625	1	1e-08	128	1	0.1
410	0.0009765625	1	1e-08	64	1	0.1
428	0.0625	1	1e-08	32	1	0.1


394	0.000244140625	1	1e-08	64	1	0.1


417	0.015625	1	1e-08	64	1	0.1
414	0.09375	1	1e-08	128	1	0.1
423	0.375	1	1e-08	32	1	0.1
424	0.1875	1	1e-08	64	1	0.1
413	0.09375	1	1e-08	32	1	0.1
403	0.000244140625	1	1e-08	16	1	0.1
381	0.000244140625	1	1e-08	16	1	0.1
421	0.000152587890625	1	1e-08	16	1	0.1
431	0.625	1	1e-08	16	1	0.1









420	6.103515625e-05	1	1e-08	16	1	0.1
425	0.001953125	1	1e-08	64	1	0.1
398	0.0625	1	1e-08	64	1	0.1

415	0.0703125	1	1e-08	128	1	0.1

432	0.000244140625	1	1e-08	8	1	0.1
411	0.0001220703125	1	1e-08	8	1	0.1
406	0.0009765625	1	1e-08	32	1	0.1

416	9.1552734375e-05	1	1e-08	16	1	0.1

402	0.0625	1	1e-08	128	1	0.1



424	0.0703125	1	1e-08	128	1	0.1


417	0.15625	1	1e-08	128	1	0.1
410	0.1328125	1	1e-08	128	1	0.1
412	0.1875	1	1e-08	32	1	0.1
423	0.125	1	1e-08	64	1	0.1
385	0.0625	1	1e-08	64	1	0.1

431	0.25	1	1e-08	32	1	0.1

394	0.03125	1	1e-08	128	1	0.1
421	0.00390625	1	1e-08	32	1	0.1
413	0.000244140625	1	1e-08	64	1	0.1


428	0.1875	1	1e-08	64	1	0.1

381	0.375	1	1e-08	32	1	0.1

438	6.103515625e-05	1	1e-08	8	1	0.1

443	0.00048828125	1	1e-08	8	1	0.1







403	6.103515625e-05	1	1e-08	32	1	0.1

398	0.046875	1	1e-08	128	1	0.1

420	0.0001220703125	1	1e-08	32	1	0.1

411	6.103515625e-05	1	1e-08	16	1	0.1

432	6.103515625e-05	1	1e-08	16	1	0.1

425	0.109375	1	1e-08	128	1	0.1

406	0.328125	1	1e-08	64	1	0.1
439	6.103515625e-05	1	1e-08	8	1	0.1


423	0.2734375	1	1e-08	128	1	0.1
448	0.0001220703125	1	1e-08	8	1	0.1
412	0.03125	1	1e-08	64	1	0.1
428	0.0859375	1	1e-08	128	1	0.1
438	0.0001220703125	1	1e-08	16	1	0.1
418	0.75	1	1e-08	8	1	0.1
434	0.00048828125	1	1e-08	8	1	0.1
385	0.234375	1	1e-08	128	1	0.1


421	0.00048828125	1	1e-08	64	1	0.1
431	0.3125	1	1e-08	64	1	0.1


413	0.109375	1	1e-08	128	1	0.1


403	0.15625	1	1e-08	64	1	0.1
443	0.0001220703125	1	1e-08	16	1	0.1


441	0.625	1	1e-08	8	1	0.1
426	6.103515625e-05	1	1e-08	8	1	0.1
420	0.0001220703125	1	1e-08	64	1	0.1
416	0.00048828125	1	1e-08	32	1	0.1
411	0.25	1	1e-08	32	1	0.1


381	0.09375	1	1e-08	64	1	0.1

422	0.5	1	1e-08	8	1	0.1

432	0.125	1	1e-08	32	1	0.1

439	0.0001220703125	1	1e-08	16	1	0.1

406	0.109375	1	1e-08	128	1	0.1
449	0.000244140625	1	1e-08	8	1	0.1










448	0.25	1	1e-08	16	1	0.1

438	0.187503814697266	1	1e-08	32	1	0.1
447	0.00048828125	1	1e-08	8	1	0.1
434	0.8125	1	1e-08	16	1	0.1
418	0.00048828125	1	1e-08	16	1	0.1
403	0.046875	1	1e-08	128	1	0.1
412	0.0001220703125	1	1e-08	128	1	0.1
409	0.00048828125	1	1e-08	8	1	0.1

431	0.0859375	1	1e-08	128	1	0.1
381	0.046875	1	1e-08	128	1	0.1

421	0.0859375	1	1e-08	128	1	0.1


452	1	1	1e-08	8	1	0.1






437	0.00048828125	1	1e-08	8	1	0.1

411	0.03125	1	1e-08	64	1	0.1
416	0.0001220703125	1	1e-08	64	1	0.1
426	0.03125	1	1e-08	16	1	0.1
432	0.15625	1	1e-08	64	1	0.1
420	0.0625	1	1e-08	128	1	0.1
441	9.1552734375e-05	1	1e-08	16	1	0.1

422	0.0625	1	1e-08	16	1	0.1

449	0.1875	1	1e-08	16	1	0.1


439	0.09375	1	1e-08	32	1	0.1
430	6.103515625e-05	1	1e-08	8	1	0.1
443	0.0625	1	1e-08	32	1	0.1


448	0.15625	1	1e-08	32	1	0.1







438	6.103515625e-05	1	1e-08	64	1	0.1
447	0.3125	1	1e-08	16	1	0.1
427	6.103515625e-05	1	1e-08	8	1	0.1
418	0.000244140625	1	1e-08	32	1	0.1
455	0.00030517578125	1	1e-08	8	1	0.1
409	0.125	1	1e-08	16	1	0.1
411	0.0703125	1	1e-08	128	1	0.1

434	0.0001220703125	1	1e-08	32	1	0.1


437	0.0001220703125	1	1e-08	16	1	0.1



445	0.000244140625	1	1e-08	8	1	0.1

448	0.0625	1	1e-08	64	1	0.1
405	1	1	1e-08	8	1	0.1
416	0.125	1	1e-08	128	1	0.1
444	0.000244140625	1	1e-08	8	1	0.1
439	0.0009765625	1	1e-08	64	1	0.1
452	6.103515625e-05	1	1e-08	16	1	0.1

422	6.103515625e-05	1	1e-08	32	1	0.1
426	0.0001220703125	1	1e-08	32	1	0.1
436	0.000244140625	1	1e-08	8	1	0.1

430	0.00048828125	1	1e-08	16	1	0.1
449	6.103515625e-05	1	1e-08	32	1	0.1
432	0.0390625	1	1e-08	128	1	0.1

443	0.0625	1	1e-08	64	1	0.1

441	0.0001220703125	1	1e-08	32	1	0.1













438	0.0546875	1	1e-08	128	1	0.1
427	0.000244140625	1	1e-08	16	1	0.1


409	0.15625	1	1e-08	32	1	0.1
418	0.265625	1	1e-08	64	1	0.1
455	6.103515625e-05	1	1e-08	16	1	0.1


435	6.103515625e-05	1	1e-08	8	1	0.1


434	0.0009765625	1	1e-08	64	1	0.1
445	0.0009765625	1	1e-08	16	1	0.1
437	3.0517578125e-05	1	1e-08	32	1	0.1

448	6.103515625e-05	1	1e-08	128	1	0.1

449	0.03125	1	1e-08	64	1	0.1

447	0.0009765625	1	1e-08	32	1	0.1
422	0.000732421875	1	1e-08	64	1	0.1
441	0.000244140625	1	1e-08	64	1	0.1
405	0.0001220703125	1	1e-08	16	1	0.1

436	0.0009765625	1	1e-08	16	1	0.1
452	0.28125	1	1e-08	32	1	0.1





439	0.1796875	1	1e-08	128	1	0.1
444	0.375	1	1e-08	16	1	0.1


440	0.375	1	1e-08	8	1	0.1
426	0.000244140625	1	1e-08	64	1	0.1
430	0.000244140625	1	1e-08	32	1	0.1
443	0.0001220703125	1	1e-08	128	1	0.1





456	0.0001220703125	1	1e-08	8	1	0.1


427	0.09375	1	1e-08	32	1	0.1
462	0.03125	1	1e-08	8	1	0.1


467	0.000244140625	1	1e-08	8	1	0.1

449	0.1875	1	1e-08	128	1	0.1

437	0.046875	1	1e-08	64	1	0.1

430	0.109375	1	1e-08	64	1	0.1

445	0.1875	1	1e-08	32	1	0.1

452	0.0625	1	1e-08	64	1	0.1
444	0.53125	1	1e-08	32	1	0.1
441	0.03125	1	1e-08	128	1	0.1


418	0.03125	1	1e-08	128	1	0.1

405	0.0009765625	1	1e-08	32	1	0.1

455	0.0625	1	1e-08	32	1	0.1


422	0.03125	1	1e-08	128	1	0.1

465	0.001953125	1	1e-08	8	1	0.1

436	0.71875	1	1e-08	32	1	0.1
426	0.09375	1	1e-08	128	1	0.1


434	0.148435592651367	1	1e-08	128	1	0.1

472	6.103515625e-05	1	1e-08	8	1	0.1

435	6.103515625e-05	1	1e-08	16	1	0.1
409	0.03125	1	1e-08	64	1	0.1


440	0.3125	1	1e-08	16	1	0.1
463	0.000244140625	1	1e-08	8	1	0.1
455	0.046875	1	1e-08	64	1	0.1
437	0.0234375	1	1e-08	128	1	0.1
456	6.103515625e-05	1	1e-08	16	1	0.1
430	0.078125	1	1e-08	128	1	0.1
458	0.000244140625	1	1e-08	8	1	0.1

